20051;1239;1054;1079;8;10;11;12:20:00;29;1;NULL;0;0;0;2021-08-06 08:39:38;2021-08-06 10:58:03;1004;14;10;0;0;Commande validée;1;NULL;1;2021-08-06 10:58:03
20052;1239;1351;1533;8;10;16;12:30:00;1;1;NULL;0;0;0;2021-08-06 08:41:46;2021-08-06 10:47:14;1420;14;10;0;0;Commande validée;1;NULL;1;2021-08-06 10:47:14
20053;1240;2949;4315;8;16;16;12:20:00;2;1;NULL;0;0;0;2021-08-06 08:43:49;2021-08-06 10:47:14;3411;14;10;0;0;Commande validée;1;NULL;1;2021-08-06 10:47:14
20054;1239;2949;4315;8;16;16;12:20:00;3;1;NULL;0;0;0;2021-08-06 08:45:26;2021-08-06 10:47:14;3411;14;10;0;0;Commande validée;1;NULL;1;2021-08-06 10:47:14
20055;1239;3515;5874;8;10;11;12:30:00;1;1;NULL;0;0;0;2021-08-06 08:51:36;2021-08-06 10:56:35;4606;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:56:35
20056;1239;3353;5201;8;11;11;12:30:00;1;1;NULL;0;0;0;2021-08-06 08:52:16;2021-08-06 10:56:35;2567;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:56:35
20057;1239;3608;5875;8;10;11;12:30:00;1;1;NULL;0;0;0;2021-08-06 09:01:07;2021-08-06 10:56:35;4600;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:56:35
20058;1239;847;5876;8;11;11;12:45:00;1;1;NULL;0;0;0;2021-08-06 09:04:11;2021-08-06 10:56:35;4601;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:56:35
20059;1239;3609;5877;8;11;17;12:30:00;1;1;NULL;0;0;0;2021-08-06 09:12:45;2021-08-06 10:55:32;4602;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
20060;1240;2951;4317;8;10;11;12:30:00;1;1;NULL;0;0;0;2021-08-06 09:16:28;2021-08-06 10:55:32;3413;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
20061;1239;3591;5820;8;10;16;12:30:00;1;1;NULL;0;0;0;2021-08-06 09:30:15;2021-08-06 10:55:32;4557;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
20062;1239;3610;5878;8;11;16;12:30:00;2;1;NULL;0;0;0;2021-08-06 09:34:26;2021-08-06 10:55:32;4603;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
20063;1239;3318;5879;8;11;11;12:30:00;1;1;NULL;0;0;0;2021-08-06 09:37:14;2021-08-06 10:55:32;4604;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
20064;1239;1145;5880;8;11;11;12:45:00;1;1;NULL;0;0;0;2021-08-06 09:42:48;2021-08-06 10:55:32;4605;14;14;0;0;Commande validée;1;NULL;1;2021-08-06 10:55:32
