id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
13051;487;2851;3949;8;10;11;12:45:00;1;1;NULL;0;0;0;2020-08-10 10:20:59;2020-08-10 10:20:59;3296;NULL;19;0;0;Commande validée;0;;0;NULL
13052;487;1770;2685;8;10;11;13:00:00;30;1;NULL;0;0;0;2020-08-10 10:21:16;2020-08-10 10:21:16;2201;NULL;19;0;0;Commande validée;0;;0;NULL
13053;487;1854;2458;8;10;16;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:21:36;2020-08-10 10:21:36;2959;NULL;19;0;0;Commande validée;0;;0;NULL
13054;487;1622;1956;8;13;11;12:40:00;1;1;NULL;0;0;0;2020-08-10 10:21:57;2020-08-10 10:21:57;1877;NULL;19;0;0;Commande validée;0;;0;NULL
13055;487;2287;3326;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:22:27;2020-08-10 10:22:27;2785;NULL;19;0;0;Commande validée;0;;0;NULL
13056;487;1354;1534;8;11;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:22:47;2020-08-10 10:22:47;3319;NULL;19;0;0;Commande validée;0;;0;NULL
13057;487;2779;3869;8;11;11;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:23:05;2020-08-10 10:23:05;3215;NULL;19;0;0;Commande validée;0;;0;NULL
13058;487;1897;2582;8;11;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:23:35;2020-08-10 10:23:35;2255;NULL;19;0;0;Commande validée;0;;0;NULL
13059;487;2856;3958;8;11;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:23:53;2020-08-10 10:23:53;3308;NULL;19;0;0;Commande validée;0;;0;NULL
13060;487;1931;2667;8;10;16;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:24:19;2020-08-10 10:24:19;2297;NULL;19;0;0;Commande validée;0;;0;NULL
13061;487;501;416;8;10;11;13:00:00;1;1;NULL;0;0;0;2020-08-10 10:24:55;2020-08-10 10:24:55;349;NULL;19;0;0;Commande validée;0;;0;NULL
13062;487;1702;2100;8;13;16;12:13:00;3;1;NULL;0;0;0;2020-08-10 10:25:28;2020-08-10 10:25:28;1916;NULL;19;0;0;Commande validée;0;;0;NULL
13063;487;2669;3741;8;11;11;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:25:47;2020-08-10 10:25:47;3098;NULL;19;0;0;Commande validée;0;;0;NULL
13064;487;2060;2977;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:26:09;2020-08-10 10:26:09;2526;NULL;19;0;0;Commande validée;0;;0;NULL
13065;487;2501;3598;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:29:49;2020-08-10 10:29:49;2991;NULL;19;0;0;Commande validée;0;;0;NULL
13066;487;121;67;8;15;11;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:30:45;2020-08-10 10:30:45;50;NULL;19;0;0;Commande validée;0;;0;NULL
13067;487;847;827;8;10;11;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:31:11;2020-08-10 10:31:11;2922;NULL;19;0;0;Commande validée;0;;0;NULL
13068;487;1977;2758;8;10;16;12:13:00;1;1;NULL;0;0;0;2020-08-10 10:31:28;2020-08-10 10:31:28;2358;NULL;19;0;0;Commande validée;0;;0;NULL
13069;487;2820;3912;8;13;16;12:00:00;2;1;NULL;0;0;0;2020-08-10 10:32:45;2020-08-10 10:32:45;3261;NULL;19;0;0;Commande validée;0;;0;NULL
13070;487;405;289;8;11;11;12:30:00;1;1;NULL;0;0;0;2020-08-10 10:33:46;2020-08-10 10:33:46;1369;NULL;19;0;0;Commande validée;0;;0;NULL
13071;487;2402;3497;8;11;11;13:30:00;1;1;NULL;0;0;0;2020-08-10 10:34:25;2020-08-10 10:34:25;2919;NULL;19;0;0;Commande validée;0;;0;NULL
13072;487;896;881;8;11;11;13:14:00;14;1;NULL;0;0;0;2020-08-10 10:35:07;2020-08-10 10:35:07;791;NULL;19;0;0;Commande validée;0;;0;NULL
13073;487;1887;2554;8;13;16;12:15:00;2;1;NULL;0;0;0;2020-08-10 10:35:45;2020-08-10 10:35:45;2270;NULL;19;0;0;Commande validée;0;;0;NULL
13074;487;2738;3818;8;11;11;15:00:00;1;1;NULL;0;0;0;2020-08-10 10:36:17;2020-08-10 10:36:17;3168;NULL;19;0;0;Commande validée;0;;0;NULL
13075;487;6;6;8;14;11;12:00:00;1;1;NULL;0;0;0;2020-08-10 10:36:35;2020-08-10 10:36:35;1799;NULL;19;0;0;Commande validée;0;;0;NULL
13076;488;2851;3949;8;10;11;13:14:00;1;1;NULL;0;0;0;2020-08-11 10:16:43;2020-08-11 10:16:43;3296;NULL;19;0;0;Commande validée;0;;0;NULL
13077;488;1344;1519;8;10;11;13:14:00;3;1;NULL;0;0;0;2020-08-11 10:17:18;2020-08-11 10:17:18;3147;NULL;19;0;0;Commande validée;0;;0;NULL
13078;488;1828;2394;8;11;11;13:00:00;1;1;NULL;0;0;0;2020-08-11 10:17:39;2020-08-11 10:17:39;2927;NULL;19;0;0;Commande validée;0;;0;NULL
13079;488;716;657;8;11;11;13:14:00;1;1;NULL;0;0;0;2020-08-11 10:17:59;2020-08-11 10:17:59;581;NULL;19;0;0;Commande validée;0;;0;NULL
13080;488;2738;3818;8;11;11;15:00:00;1;1;NULL;0;0;0;2020-08-11 10:18:20;2020-08-11 10:18:20;3168;NULL;19;0;0;Commande validée;0;;0;NULL
13081;488;1571;1861;8;13;16;12:13:00;1;1;NULL;0;0;0;2020-08-11 10:19:05;2020-08-11 10:19:05;1723;NULL;19;0;0;Commande validée;0;;0;NULL
13082;488;1770;2685;8;13;11;12:00:00;26;1;NULL;0;0;0;2020-08-11 10:19:30;2020-08-11 10:19:30;2201;NULL;19;0;0;Commande validée;0;;0;NULL
13083;488;338;212;8;13;16;13:00:00;5;1;NULL;0;0;0;2020-08-11 10:19:57;2020-08-11 10:19:57;242;NULL;19;0;0;Commande validée;0;;0;NULL
13084;488;1702;2100;8;13;11;13:14:00;1;1;NULL;0;0;0;2020-08-11 10:22:10;2020-08-11 10:22:10;1916;NULL;19;0;0;Commande validée;0;;0;NULL
13085;488;2859;3961;8;11;11;12:30:00;1;1;NULL;0;0;0;2020-08-11 10:22:45;2020-08-11 10:22:45;3313;NULL;19;0;0;Commande validée;0;;0;NULL
