id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
11051;424;1907;2610;8;10;16;12:13:00;1;1;NULL;0;0;0;2020-05-05 04:18:05;2020-05-05 04:18:05;2271;NULL;19;0;0;Commande validée;0;;0;NULL
11052;424;2739;3823;8;11;11;12:30:00;1;1;NULL;0;0;0;2020-05-05 04:24:14;2020-05-05 04:24:14;3169;NULL;19;0;0;Commande validée;0;;0;NULL
11053;424;2348;3411;8;10;16;12:13:00;1;1;NULL;0;0;0;2020-05-05 04:25:04;2020-05-05 04:25:04;2855;NULL;19;0;0;Commande validée;0;;0;NULL
11054;424;394;276;8;10;11;13:00:00;1;1;NULL;0;0;0;2020-05-05 04:25:30;2020-05-05 04:25:30;215;NULL;19;0;0;Commande validée;0;;0;NULL
11055;424;774;736;8;10;11;12:00:00;1;1;NULL;0;0;0;2020-05-05 04:26:06;2020-05-05 04:26:06;651;NULL;19;0;0;Commande validée;0;;0;NULL
11056;424;2669;3741;8;10;11;12:30:00;1;1;NULL;0;0;0;2020-05-05 04:30:38;2020-05-05 04:30:38;3098;NULL;19;0;0;Commande validée;0;;0;NULL
11057;424;121;67;8;10;11;12:30:00;1;1;NULL;0;0;0;2020-05-05 04:49:53;2020-05-05 04:49:53;50;NULL;19;0;0;Commande validée;0;;0;NULL
11058;424;461;364;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-05-05 05:06:50;2020-05-05 05:06:50;301;NULL;19;0;0;Commande validée;0;;0;NULL
11059;424;2730;3810;8;10;16;13:00:00;1;1;NULL;0;0;0;2020-05-05 05:17:03;2020-05-05 05:17:03;3162;NULL;19;0;0;Commande validée;0;;0;NULL
11060;424;2236;3272;8;10;11;13:00:00;2;1;NULL;0;0;0;2020-05-05 05:54:34;2020-05-05 05:54:34;2735;NULL;19;0;0;Commande validée;0;;0;NULL
11061;424;271;150;8;10;11;13:30:00;1;1;NULL;0;0;0;2020-05-05 05:55:05;2020-05-05 05:55:05;111;NULL;19;0;0;Commande validée;0;;0;NULL
11062;424;2736;3816;8;10;11;13:30:00;1;1;NULL;0;0;0;2020-05-05 05:56:48;2020-05-05 05:56:48;3166;NULL;19;0;0;Commande validée;0;;0;NULL
11063;424;1822;2385;8;10;11;14:00:00;1;1;NULL;0;0;0;2020-05-05 06:48:20;2020-05-05 06:48:20;2176;NULL;19;0;0;Commande validée;0;;0;NULL
11064;424;2084;3030;8;10;11;15:00:00;1;1;NULL;0;0;0;2020-05-05 07:38:38;2020-05-05 07:38:38;2736;NULL;19;0;0;Commande validée;0;;0;NULL
11065;425;6;6;8;14;11;12:00:00;1;1;NULL;0;0;0;2020-05-06 03:15:29;2020-05-06 03:15:29;1799;NULL;19;0;0;Commande validée;0;;0;NULL
11066;425;2166;3186;8;16;16;12:15:00;1;1;NULL;0;0;0;2020-05-06 03:17:15;2020-05-06 03:17:15;2672;NULL;19;0;0;Commande validée;0;;0;NULL
11067;425;24;360;8;10;11;13:00:00;1;1;NULL;0;0;0;2020-05-06 03:17:35;2020-05-06 03:17:35;1675;NULL;19;0;0;Commande validée;0;;0;NULL
11068;425;2203;3251;8;10;11;13:00:00;1;1;NULL;0;0;0;2020-05-06 03:18:39;2020-05-06 03:18:39;2717;NULL;19;0;0;Commande validée;0;;0;NULL
11069;425;1316;1474;8;10;11;12:30:00;1;1;NULL;0;0;0;2020-05-06 03:19:02;2020-05-06 03:19:02;1361;NULL;19;0;0;Commande validée;0;;0;NULL
11070;425;1665;2033;8;10;11;12:30:00;1;1;NULL;0;0;0;2020-05-06 03:19:46;2020-05-06 03:19:46;1858;NULL;19;0;0;Commande validée;0;;0;NULL
11071;425;473;379;8;10;16;12:13:00;1;1;NULL;0;0;0;2020-05-06 03:20:12;2020-05-06 03:20:12;318;NULL;19;0;0;Commande validée;0;;0;NULL
11072;425;843;821;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-05-06 03:21:27;2020-05-06 03:21:27;733;NULL;19;0;0;Commande validée;0;;0;NULL
11073;425;774;736;8;10;11;11:45:00;1;1;NULL;0;0;0;2020-05-06 03:27:13;2020-05-06 03:27:13;651;NULL;19;0;0;Commande validée;0;;0;NULL
11074;425;2738;3818;8;10;11;15:00:00;1;1;NULL;0;0;0;2020-05-06 03:52:49;2020-05-06 03:52:49;3168;NULL;19;0;0;Commande validée;0;;0;NULL
11075;425;2740;3824;8;10;11;12:13:00;1;1;NULL;0;0;0;2020-05-06 03:54:58;2020-05-06 03:54:58;3170;NULL;19;0;0;Commande validée;0;;0;NULL
