id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
15051;570;134;1221;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:53:46;2021-02-01 17:53:46;2958;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15052;570;71;3899;8;11;11;13:00:00;2;1;NULL;0;0;0;2021-02-01 17:54:07;2021-02-01 17:54:07;3245;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15053;570;1850;2439;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:54:33;2021-02-01 17:54:33;2160;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15054;570;3006;4406;8;11;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:55:29;2021-02-01 17:55:29;3489;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15055;570;3014;4415;8;13;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:55:51;2021-02-01 17:55:51;3498;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15056;570;3014;4415;8;10;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:56:16;2021-02-01 17:56:16;3498;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15057;570;287;162;8;13;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:57:03;2021-02-01 17:57:03;304;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15058;570;121;67;8;15;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:57:30;2021-02-01 17:57:30;50;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15059;570;2386;3468;8;11;11;13:00:00;2;1;NULL;0;0;0;2021-02-01 17:59:13;2021-02-01 17:59:13;2897;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15060;570;629;555;8;11;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 17:59:36;2021-02-01 17:59:36;1106;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15061;570;461;364;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:00:06;2021-02-01 18:00:06;301;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15062;570;339;384;8;13;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:00:49;2021-02-01 18:00:49;320;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15063;570;656;590;8;13;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:01:21;2021-02-01 18:01:21;517;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15064;570;1622;1956;8;13;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:01:44;2021-02-01 18:01:44;1877;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15065;570;2824;3919;8;13;16;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:02:15;2021-02-01 18:02:15;3267;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15066;570;309;190;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:04:27;2021-02-01 18:04:27;136;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15067;570;2082;3027;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:04:56;2021-02-01 18:04:56;2577;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15068;570;216;138;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:05:29;2021-02-01 18:05:29;102;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15069;570;2738;3818;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:05:56;2021-02-01 18:05:56;3168;NULL;14;0;0;Commande validée;0;NULL;0;NULL
15070;570;206;102;8;11;11;13:00:00;1;1;NULL;0;0;0;2021-02-01 18:06:26;2021-02-01 18:06:26;73;NULL;14;0;0;Commande validée;0;NULL;0;NULL
