id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
4051;193;292;167;8;10;11;12:05:00;2;1;NULL;1;0;0;2019-05-28 10:53:33;2019-05-28 16:25:19;126;10;14;0;0;Commande validée;1;NULL;0;NULL
4052;193;430;327;8;10;11;12:25:00;1;1;NULL;1;0;0;2019-05-28 10:55:12;2019-05-28 16:11:29;300;10;14;0;0;Commande validée;1;NULL;0;NULL
4053;193;430;327;8;10;11;12:25:00;1;0;NULL;0;0;1;2019-05-28 10:55:12;2019-05-28 10:57:42;300;14;14;0;0;commande annulée pour doublon;0;NULL;0;NULL
4054;193;474;1738;8;10;16;12:25:00;2;1;NULL;1;0;0;2019-05-28 10:59:44;2019-05-28 16:25:02;315;10;14;0;0;Commande validée;1;NULL;0;NULL
4055;193;1445;1686;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-05-28 11:01:36;2019-05-28 16:08:11;1547;10;14;0;0;Commande validée;1;NULL;0;NULL
4056;193;388;270;8;10;11;12:30:00;1;1;NULL;1;0;0;2019-05-28 11:02:41;2019-05-28 17:04:32;208;10;14;0;0;Commande validée;1;NULL;0;NULL
4057;193;473;379;8;10;11;12:45:00;1;1;NULL;1;0;0;2019-05-28 11:06:58;2019-05-28 17:02:22;318;10;12;0;0;Commande validée;1;NULL;0;NULL
4058;193;1241;1345;8;10;11;13:00:00;2;1;NULL;1;0;0;2019-05-28 11:08:13;2019-05-28 16:33:15;1684;10;14;0;0;Commande validée;1;NULL;0;NULL
4059;193;407;1843;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-05-28 11:12:06;2019-05-28 15:39:04;1685;10;14;0;0;Commande validée;1;NULL;0;NULL
4060;193;1562;1844;8;11;16;12:30:00;1;1;NULL;1;0;0;2019-05-28 11:13:55;2019-05-28 17:04:29;1686;10;12;0;0;Commande validée;1;NULL;0;NULL
4061;193;1021;1845;8;11;11;13:00:00;1;1;NULL;1;0;0;2019-05-28 11:15:30;2019-05-28 15:39:01;1581;10;14;0;0;Commande validée;1;NULL;0;NULL
4062;193;1515;1779;8;11;11;13:00:00;4;1;NULL;1;0;0;2019-05-28 11:16:56;2019-05-28 17:09:43;1629;10;14;0;0;Commande validée;1;NULL;0;NULL
4063;193;1563;1846;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-05-28 11:19:22;2019-05-28 16:08:07;1687;10;12;0;0;Commande validée;1;NULL;0;NULL
4064;193;1166;1226;8;10;11;12:30:00;1;1;NULL;1;0;0;2019-05-28 15:35:39;2019-05-28 17:02:31;1688;10;12;0;0;Commande validée;1;NULL;0;NULL
4065;193;1564;1847;8;11;11;13:30:00;2;1;NULL;1;0;0;2019-05-28 15:37:46;2019-05-28 17:07:43;1689;10;14;0;0;Commande validée;1;NULL;0;NULL
4066;193;1095;1124;8;10;16;12:30:00;1;1;NULL;1;0;0;2019-05-28 15:39:03;2019-05-28 17:12:59;1043;10;12;0;0;Commande validée;1;NULL;0;NULL
4067;193;1250;1583;8;10;11;12:00:00;1;1;NULL;1;0;0;2019-05-28 15:46:20;2019-05-28 17:15:18;1279;10;12;0;0;Commande validée;1;NULL;0;NULL
4068;193;612;1840;8;10;16;12:30:00;2;1;NULL;1;0;0;2019-05-28 15:49:43;2019-05-28 17:14:59;1681;10;12;0;0;Commande validée;1;NULL;0;NULL
