id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
7051;297;2022;2897;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-16 16:58:22;2020-02-08 06:46:51;2434;10;12;0;0;Commande validée;1;NULL;0;NULL
7052;297;2050;2961;8;11;11;13:30:00;1;1;NULL;0;0;0;2019-10-16 17:04:11;2019-10-30 17:34:19;2480;10;12;0;0;Commande validée;1;NULL;0;NULL
7053;297;6;6;8;10;11;12:00:00;3;1;NULL;1;0;0;2019-10-16 17:05:13;2020-02-08 06:51:13;2481;10;12;0;0;Commande validée;1;NULL;0;NULL
7054;298;313;2962;8;10;16;12:00:00;2;1;NULL;1;0;0;2019-10-17 15:52:43;2020-02-08 06:46:51;141;10;12;0;0;Commande validée;1;NULL;0;NULL
7055;298;61;2962;8;11;16;12:00:00;1;1;NULL;1;0;0;2019-10-17 15:54:27;2020-02-08 06:46:51;21;10;12;0;0;Commande validée;1;NULL;0;NULL
7056;298;1669;2963;8;11;11;12:00:00;2;1;NULL;1;0;0;2019-10-17 15:55:34;2020-02-08 06:37:06;1944;10;12;0;0;Commande validée;1;NULL;0;NULL
7057;298;309;190;8;10;11;12:00:00;1;1;NULL;1;0;0;2019-10-17 15:56:29;2020-02-08 06:37:06;2482;10;12;0;0;Commande validée;1;NULL;0;NULL
7058;298;1975;2769;8;10;16;12:00:00;1;1;NULL;1;0;0;2019-10-17 15:57:26;2020-02-08 06:51:14;2483;10;12;0;0;Commande validée;1;NULL;0;NULL
7059;298;1422;1647;8;10;11;12:00:00;1;1;NULL;1;0;0;2019-10-17 15:58:10;2020-02-08 06:55:32;2484;10;12;0;0;Commande validée;1;NULL;0;NULL
7060;298;1888;2555;8;10;11;12:00:00;1;1;NULL;1;0;0;2019-10-17 16:00:06;2020-02-08 06:55:31;2242;10;12;0;0;Commande validée;1;NULL;0;NULL
7061;298;114;142;8;10;11;13:00:00;3;1;NULL;1;0;0;2019-10-17 16:00:40;2020-02-08 06:37:06;2471;10;12;0;0;Commande validée;1;NULL;0;NULL
7062;298;302;177;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:01:25;2020-02-08 06:55:32;417;10;12;0;0;Commande validée;1;NULL;0;NULL
7063;298;501;416;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:02:26;2020-02-08 06:51:14;349;10;12;0;0;Commande validée;1;NULL;0;NULL
7064;298;1550;1826;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:03:02;2020-02-08 06:37:06;2485;10;12;0;0;Commande validée;1;NULL;0;NULL
7065;298;302;2958;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:03:47;2020-02-08 06:51:14;2486;10;12;0;0;Commande validée;1;NULL;0;NULL
7066;298;1977;2758;8;10;16;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:04:51;2020-02-08 06:46:51;2487;10;12;0;0;Commande validée;1;NULL;0;NULL
7067;298;255;131;8;10;11;13:00:00;3;1;NULL;1;0;0;2019-10-17 16:05:35;2020-02-08 06:46:51;94;10;12;0;0;Commande validée;1;NULL;0;NULL
7068;298;795;752;8;11;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:06:18;2020-02-08 06:46:51;669;10;12;0;0;Commande validée;1;NULL;0;NULL
7069;298;474;382;8;10;16;13:00:00;2;1;NULL;1;0;0;2019-10-17 16:07:23;2020-02-08 06:55:31;315;10;12;0;0;Commande validée;1;NULL;0;NULL
7070;298;2047;2953;8;10;11;14:00:00;1;1;NULL;1;0;0;2019-10-17 16:08:54;2020-02-08 06:46:51;2488;10;12;0;0;Commande validée;1;NULL;0;NULL
7071;298;1227;2945;8;10;11;13:00:00;3;1;NULL;1;0;0;2019-10-17 16:09:51;2020-02-08 06:55:31;2489;10;12;0;0;Commande validée;1;NULL;0;NULL
7072;298;302;178;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:10:57;2020-02-08 06:55:32;2490;10;12;0;0;Commande validée;1;NULL;0;NULL
7073;298;302;1700;8;10;11;13:00:00;1;1;NULL;1;0;0;2019-10-17 16:11:58;2020-02-08 06:37:07;1561;10;12;0;0;Commande validée;1;NULL;0;NULL
7074;298;1955;2964;8;11;11;13:30:00;1;1;NULL;1;0;0;2019-10-17 16:13:49;2020-02-08 07:05:19;2491;10;12;0;0;Commande validée;1;NULL;0;NULL
7075;298;1615;1942;8;10;11;14:00:00;1;1;NULL;1;0;0;2019-10-17 16:14:41;2020-02-08 06:37:06;2492;10;12;0;0;Commande validée;1;NULL;0;NULL
