id;menu_id;client_id;carnet_adresse_id;source_id;mode_id;type_id;date_heure_livraison;nbr_pack;est_accepter;motif_rejet;est_livrer;cmd_attente;cmd_annule;created_at;updated_at;receptionnaire_id;modificateur_id;created_id;facture;est_supprimer;commentaire;est_attribuer;commentaire_client;est_mise_livraison;date_mise_livraison
17051;796;2488;4832;8;13;16;12:00:00;1;1;NULL;0;0;0;2021-04-15 08:24:26;2021-04-15 16:01:37;2980;14;14;0;0;Commande validée;1;NULL;1;2021-04-15 16:01:37
17052;797;970;971;8;13;16;12:00:00;1;1;NULL;0;0;0;2021-04-15 08:25:23;2021-04-15 08:51:02;894;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17053;796;2965;4347;8;13;16;12:00:00;1;1;NULL;0;0;0;2021-04-15 08:26:17;2021-04-15 08:51:02;3434;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17054;796;1682;4238;8;13;16;12:00:00;2;1;NULL;0;0;0;2021-04-15 08:27:29;2021-04-15 08:51:02;1882;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17055;796;2082;4228;8;11;11;12:30:00;1;1;NULL;0;0;0;2021-04-15 08:28:26;2021-04-15 08:51:02;2577;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17056;796;441;5103;8;11;11;12:45:00;1;1;NULL;0;0;0;2021-04-15 08:33:54;2021-04-15 08:51:02;3579;10;10;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17057;796;250;321;8;10;11;12:20:00;1;0;NULL;0;0;1;2021-04-15 08:34:25;2021-04-15 16:16:03;259;14;14;0;0;doublon;0;NULL;1;2021-04-15 16:01:37
17058;796;2949;4315;8;16;16;12:30:00;2;1;NULL;0;0;0;2021-04-15 08:36:35;2021-04-15 16:01:37;3411;14;14;0;0;Commande validée;1;NULL;1;2021-04-15 16:01:37
17059;797;2949;4315;8;16;16;12:30:00;6;1;NULL;0;0;0;2021-04-15 08:36:56;2021-04-15 16:01:37;3411;14;14;0;0;Commande validée;1;NULL;1;2021-04-15 16:01:37
17060;796;473;4670;8;10;16;12:30:00;1;1;NULL;0;0;0;2021-04-15 08:37:44;2021-04-15 08:51:02;318;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17061;796;3222;4906;8;10;16;12:30:00;1;1;NULL;0;0;0;2021-04-15 08:39:28;2021-04-15 11:18:08;3818;14;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17062;796;1962;4667;8;11;16;12:30:00;1;1;NULL;0;0;0;2021-04-15 08:47:54;2021-04-15 08:51:02;2345;10;14;0;0;Commande validée;1;NULL;1;2021-04-15 08:51:02
17063;793;367;241;8;13;18;17:00:00;1;1;NULL;0;0;0;2021-04-15 13:16:53;2021-04-15 13:18:34;195;10;10;0;0;Commande validée;1;NULL;1;2021-04-15 13:18:34
